time_period,geo,indic_is,ind_type,obs_value
2017,Slovakia,Individuals with low overall digital skills,"Individuals, 15 years old or less",25.75
2017,Slovakia,Individuals with low overall digital skills,"Individuals, 16 to 19 years old",10.4
2017,Slovakia,Individuals with low overall digital skills,"Individuals, 16 to 24 years old",11.03
2017,Slovakia,Individuals with low overall digital skills,"Individuals, 16 to 29 years old",10.67
2017,Slovakia,Individuals with low overall digital skills,"Individuals, 20 to 24 years old",11.4
2017,Slovakia,Individuals with low overall digital skills,"Individuals, 25 to 29 years old",10.16
2017,Slovakia,Individuals with low overall digital skills,"Individuals, 25 to 34 years old",16.61
2017,Slovakia,Individuals with low overall digital skills,"Individuals, 25 to 54 years old",22.89
2017,Slovakia,Individuals with low overall digital skills,"Individuals, 25 to 64 years old",24.32
2017,Slovakia,Individuals with low overall digital skills,"Individuals, 35 to 44 years old",24.18
2017,Slovakia,Individuals with low overall digital skills,"Individuals, 45 to 54 years old",28.54
2017,Slovakia,Individuals with low overall digital skills,"Individuals, 55 to 64 years old",29.06
2017,Slovakia,Individuals with low overall digital skills,"Individuals, 55 to 74 years old",26.42
2017,Slovakia,Individuals with low overall digital skills,"Individuals, 65 to 74 years old",22.5
2017,Slovakia,Individuals with low overall digital skills,"Individuals, 75 years old or more",7.06
2017,Slovakia,Individuals with no overall digital skills,All individuals,0.27
2017,Slovakia,Individuals with no overall digital skills,"Individuals, 15 years old or less",0.0
2017,Slovakia,Individuals with no overall digital skills,"Individuals, 16 to 19 years old",0.0
2017,Slovakia,Individuals with no overall digital skills,"Individuals, 16 to 24 years old",0.0
2017,Slovakia,Individuals with no overall digital skills,"Individuals, 16 to 29 years old",0.0
2017,Slovakia,Individuals with no overall digital skills,"Individuals, 20 to 24 years old",0.0
2017,Slovakia,Individuals with no overall digital skills,"Individuals, 25 to 29 years old",0.0
2017,Slovakia,Individuals with no overall digital skills,"Individuals, 25 to 34 years old",0.0
2017,Slovakia,Individuals with no overall digital skills,"Individuals, 25 to 54 years old",0.19
2017,Slovakia,Individuals with no overall digital skills,"Individuals, 25 to 64 years old",0.3
2017,Slovakia,Individuals with no overall digital skills,"Individuals, 35 to 44 years old",0.24
2017,Slovakia,Individuals with no overall digital skills,"Individuals, 45 to 54 years old",0.35
2017,Slovakia,Individuals with no overall digital skills,"Individuals, 55 to 64 years old",0.66
2017,Slovakia,Individuals with no overall digital skills,"Individuals, 55 to 74 years old",0.53
2017,Slovakia,Individuals with no overall digital skills,"Individuals, 65 to 74 years old",0.34
2017,Slovakia,Individuals with no overall digital skills,"Individuals, 75 years old or more",0.0
2017,Slovenia,Individuals with above basic overall digital skills,All individuals,29.69
2017,Slovenia,Individuals with above basic overall digital skills,"Individuals, 16 to 19 years old",62.82
2017,Slovenia,Individuals with above basic overall digital skills,"Individuals, 16 to 24 years old",62.15
2017,Slovenia,Individuals with above basic overall digital skills,"Individuals, 16 to 29 years old",58.86
2017,Slovenia,Individuals with above basic overall digital skills,"Individuals, 20 to 24 years old",61.62
2017,Slovenia,Individuals with above basic overall digital skills,"Individuals, 25 to 29 years old",54.54
2017,Slovenia,Individuals with above basic overall digital skills,"Individuals, 25 to 34 years old",51.9
2017,Slovenia,Individuals with above basic overall digital skills,"Individuals, 25 to 54 years old",36.53
2017,Slovenia,Individuals with above basic overall digital skills,"Individuals, 25 to 64 years old",29.27
2017,Slovenia,Individuals with above basic overall digital skills,"Individuals, 35 to 44 years old",36.38
2017,Slovenia,Individuals with above basic overall digital skills,"Individuals, 45 to 54 years old",23.24
2017,Slovenia,Individuals with above basic overall digital skills,"Individuals, 55 to 64 years old",7.7
2017,Slovenia,Individuals with above basic overall digital skills,"Individuals, 55 to 74 years old",6.8
2017,Slovenia,Individuals with above basic overall digital skills,"Individuals, 65 to 74 years old",5.51
2017,Slovenia,Individuals with basic overall digital skills,All individuals,24.31
2017,Slovenia,Individuals with basic overall digital skills,"Individuals, 16 to 19 years old",19.33
2017,Slovenia,Individuals with basic overall digital skills,"Individuals, 16 to 24 years old",23.21
2017,Slovenia,Individuals with basic overall digital skills,"Individuals, 16 to 29 years old",24.34
2017,Slovenia,Individuals with basic overall digital skills,"Individuals, 20 to 24 years old",26.22
2017,Slovenia,Individuals with basic overall digital skills,"Individuals, 25 to 29 years old",25.82
2017,Slovenia,Individuals with basic overall digital skills,"Individuals, 25 to 34 years old",25.72
2017,Slovenia,Individuals with basic overall digital skills,"Individuals, 25 to 54 years old",29.15
2017,Slovenia,Individuals with basic overall digital skills,"Individuals, 25 to 64 years old",26.52
2017,Slovenia,Individuals with basic overall digital skills,"Individuals, 35 to 44 years old",32.14
2017,Slovenia,Individuals with basic overall digital skills,"Individuals, 45 to 54 years old",29.07
2017,Slovenia,Individuals with basic overall digital skills,"Individuals, 55 to 64 years old",18.74
2017,Slovenia,Individuals with basic overall digital skills,"Individuals, 55 to 74 years old",16.23
2017,Slovenia,Individuals with basic overall digital skills,"Individuals, 65 to 74 years old",12.64
2017,Slovenia,Individuals with basic or above basic overall digital skills,All individuals,54.0
2017,Slovenia,Individuals with basic or above basic overall digital skills,"Individuals, 16 to 19 years old",82.15
2017,Slovenia,Individuals with basic or above basic overall digital skills,"Individuals, 16 to 24 years old",85.36
2017,Slovenia,Individuals with basic or above basic overall digital skills,"Individuals, 16 to 29 years old",83.2
2017,Slovenia,Individuals with basic or above basic overall digital skills,"Individuals, 20 to 24 years old",87.84
2017,Slovenia,Individuals with basic or above basic overall digital skills,"Individuals, 25 to 29 years old",80.37
2017,Slovenia,Individuals with basic or above basic overall digital skills,"Individuals, 25 to 34 years old",77.62
2017,Slovenia,Individuals with basic or above basic overall digital skills,"Individuals, 25 to 54 years old",65.67
2017,Slovenia,Individuals with basic or above basic overall digital skills,"Individuals, 25 to 64 years old",55.79
2017,Slovenia,Individuals with basic or above basic overall digital skills,"Individuals, 35 to 44 years old",68.52
2017,Slovenia,Individuals with basic or above basic overall digital skills,"Individuals, 45 to 54 years old",52.3
2017,Slovenia,Individuals with basic or above basic overall digital skills,"Individuals, 55 to 64 years old",26.44
2017,Slovenia,Individuals with basic or above basic overall digital skills,"Individuals, 55 to 74 years old",23.02
2017,Slovenia,Individuals with basic or above basic overall digital skills,"Individuals, 65 to 74 years old",18.15
2017,Slovenia,Individuals with low overall digital skills,All individuals,24.36
2017,Slovenia,Individuals with low overall digital skills,"Individuals, 16 to 19 years old",12.73
2017,Slovenia,Individuals with low overall digital skills,"Individuals, 16 to 24 years old",12.4
2017,Slovenia,Individuals with low overall digital skills,"Individuals, 16 to 29 years old",15.03
2017,Slovenia,Individuals with low overall digital skills,"Individuals, 20 to 24 years old",12.16
2017,Slovenia,Individuals with low overall digital skills,"Individuals, 25 to 29 years old",18.47
2017,Slovenia,Individuals with low overall digital skills,"Individuals, 25 to 34 years old",21.26
2017,Slovenia,Individuals with low overall digital skills,"Individuals, 25 to 54 years old",26.34
2017,Slovenia,Individuals with low overall digital skills,"Individuals, 25 to 64 years old",26.93
2017,Slovenia,Individuals with low overall digital skills,"Individuals, 35 to 44 years old",26.8
2017,Slovenia,Individuals with low overall digital skills,"Individuals, 45 to 54 years old",30.31
2017,Slovenia,Individuals with low overall digital skills,"Individuals, 55 to 64 years old",28.68
2017,Slovenia,Individuals with low overall digital skills,"Individuals, 55 to 74 years old",24.93
2017,Slovenia,Individuals with low overall digital skills,"Individuals, 65 to 74 years old",19.58
2017,Slovenia,Individuals with no overall digital skills,All individuals,0.52
2017,Slovenia,Individuals with no overall digital skills,"Individuals, 16 to 19 years old",0.0
2017,Slovenia,Individuals with no overall digital skills,"Individuals, 16 to 24 years old",0.0
2017,Slovenia,Individuals with no overall digital skills,"Individuals, 16 to 29 years old",0.0
2017,Slovenia,Individuals with no overall digital skills,"Individuals, 20 to 24 years old",0.0
2017,Slovenia,Individuals with no overall digital skills,"Individuals, 25 to 29 years old",0.0
2017,Slovenia,Individuals with no overall digital skills,"Individuals, 25 to 34 years old",0.0
2017,Slovenia,Individuals with no overall digital skills,"Individuals, 25 to 54 years old",0.41
2017,Slovenia,Individuals with no overall digital skills,"Individuals, 25 to 64 years old",0.52
2017,Slovenia,Individuals with no overall digital skills,"Individuals, 35 to 44 years old",0.5
2017,Slovenia,Individuals with no overall digital skills,"Individuals, 45 to 54 years old",0.67
2017,Slovenia,Individuals with no overall digital skills,"Individuals, 55 to 64 years old",0.87
2017,Slovenia,Individuals with no overall digital skills,"Individuals, 55 to 74 years old",0.89
2017,Slovenia,Individuals with no overall digital skills,"Individuals, 65 to 74 years old",0.93
2017,Spain,Individuals with above basic overall digital skills,All individuals,31.61
2017,Spain,Individuals with above basic overall digital skills,"Individuals, 16 to 19 years old",61.62
2017,Spain,Individuals with above basic overall digital skills,"Individuals, 16 to 24 years old",62.72
2017,Spain,Individuals with above basic overall digital skills,"Individuals, 16 to 29 years old",56.65
2017,Spain,Individuals with above basic overall digital skills,"Individuals, 20 to 24 years old",63.6
2017,Spain,Individuals with above basic overall digital skills,"Individuals, 25 to 29 years old",46.85
2017,Spain,Individuals with above basic overall digital skills,"Individuals, 25 to 34 years old",45.83
2017,Spain,Individuals with above basic overall digital skills,"Individuals, 25 to 54 years old",36.33
2017,Spain,Individuals with above basic overall digital skills,"Individuals, 25 to 64 years old",31.33
2017,Spain,Individuals with above basic overall digital skills,"Individuals, 35 to 44 years old",37.33
2017,Spain,Individuals with above basic overall digital skills,"Individuals, 45 to 54 years old",28.23
