time_period,geo,ind_type,indic_is,obs_value
2023,Germany,"Individuals, 45 to 54 years old",Individuals with no overall digital skills,1.88
2023,Germany,"Individuals, 55 to 64 years old",Individuals with above basic overall digital skills,14.23
2023,Germany,"Individuals, 55 to 64 years old",Individuals with basic overall digital skills,30.28
2023,Germany,"Individuals, 55 to 64 years old",Individuals with low overall digital skills,44.51
2023,Germany,"Individuals, 55 to 64 years old",Individuals with basic or above basic overall digital skills,22.37
2023,Germany,"Individuals, 55 to 64 years old",Individuals with no overall digital skills,3.44
2023,Germany,"Individuals, 55 to 74 years old",Individuals with above basic overall digital skills,11.83
2023,Germany,"Individuals, 55 to 74 years old",Individuals with basic overall digital skills,27.65
2023,Germany,"Individuals, 55 to 74 years old",Individuals with low overall digital skills,39.48
2023,Germany,"Individuals, 55 to 74 years old",Individuals with basic or above basic overall digital skills,20.38
2023,Germany,"Individuals, 55 to 74 years old",Individuals with no overall digital skills,3.62
2023,Germany,"Individuals, 65 to 74 years old",Individuals with above basic overall digital skills,8.54
2023,Germany,"Individuals, 65 to 74 years old",Individuals with basic overall digital skills,24.03
2023,Germany,"Individuals, 65 to 74 years old",Individuals with low overall digital skills,32.58
2023,Germany,"Individuals, 65 to 74 years old",Individuals with basic or above basic overall digital skills,17.66
2023,Germany,"Individuals, 65 to 74 years old",Individuals with no overall digital skills,3.87
2023,Greece,All individuals,Individuals with above basic overall digital skills,20.02
2023,Greece,All individuals,Individuals with basic overall digital skills,32.38
2023,Greece,All individuals,Individuals with low overall digital skills,52.4
2023,Greece,All individuals,Individuals with basic or above basic overall digital skills,14.98
2023,Greece,All individuals,Individuals with no overall digital skills,2.81
2023,Greece,"Individuals, 16 to 19 years old",Individuals with above basic overall digital skills,32.28
2023,Greece,"Individuals, 16 to 19 years old",Individuals with basic overall digital skills,45.1
2023,Greece,"Individuals, 16 to 19 years old",Individuals with low overall digital skills,77.38
2023,Greece,"Individuals, 16 to 19 years old",Individuals with basic or above basic overall digital skills,17.32
2023,Greece,"Individuals, 16 to 19 years old",Individuals with no overall digital skills,0.0
2023,Greece,"Individuals, 16 to 24 years old",Individuals with above basic overall digital skills,32.54
2023,Greece,"Individuals, 16 to 24 years old",Individuals with basic overall digital skills,45.09
2023,Greece,"Individuals, 16 to 24 years old",Individuals with low overall digital skills,77.64
2023,Greece,"Individuals, 16 to 24 years old",Individuals with basic or above basic overall digital skills,16.94
2023,Greece,"Individuals, 16 to 24 years old",Individuals with no overall digital skills,0.0
2023,Greece,"Individuals, 16 to 29 years old",Individuals with above basic overall digital skills,33.89
2023,Greece,"Individuals, 16 to 29 years old",Individuals with basic overall digital skills,45.32
2023,Greece,"Individuals, 16 to 29 years old",Individuals with low overall digital skills,79.22
2023,Greece,"Individuals, 16 to 29 years old",Individuals with basic or above basic overall digital skills,14.15
2023,Greece,"Individuals, 16 to 29 years old",Individuals with no overall digital skills,0.0
2023,Greece,"Individuals, 20 to 24 years old",Individuals with above basic overall digital skills,32.85
2023,Greece,"Individuals, 20 to 24 years old",Individuals with basic overall digital skills,45.09
2023,Greece,"Individuals, 20 to 24 years old",Individuals with low overall digital skills,77.94
2023,Greece,"Individuals, 20 to 24 years old",Individuals with basic or above basic overall digital skills,16.52
2023,Greece,"Individuals, 20 to 24 years old",Individuals with no overall digital skills,0.0
2023,Greece,"Individuals, 25 to 29 years old",Individuals with above basic overall digital skills,36.04
2023,Greece,"Individuals, 25 to 29 years old",Individuals with basic overall digital skills,45.69
2023,Greece,"Individuals, 25 to 29 years old",Individuals with low overall digital skills,81.73
2023,Greece,"Individuals, 25 to 29 years old",Individuals with basic or above basic overall digital skills,9.7
2023,Greece,"Individuals, 25 to 29 years old",Individuals with no overall digital skills,0.0
2023,Greece,"Individuals, 25 to 34 years old",Individuals with above basic overall digital skills,35.13
2023,Greece,"Individuals, 25 to 34 years old",Individuals with basic overall digital skills,44.33
2023,Greece,"Individuals, 25 to 34 years old",Individuals with low overall digital skills,79.46
2023,Greece,"Individuals, 25 to 34 years old",Individuals with basic or above basic overall digital skills,12.24
2023,Greece,"Individuals, 25 to 34 years old",Individuals with no overall digital skills,0.21
2023,Greece,"Individuals, 25 to 54 years old",Individuals with above basic overall digital skills,25.95
2023,Greece,"Individuals, 25 to 54 years old",Individuals with basic overall digital skills,38.68
2023,Greece,"Individuals, 25 to 54 years old",Individuals with low overall digital skills,64.63
2023,Greece,"Individuals, 25 to 54 years old",Individuals with basic or above basic overall digital skills,16.07
2023,Greece,"Individuals, 25 to 54 years old",Individuals with no overall digital skills,1.79
2023,Greece,"Individuals, 25 to 64 years old",Individuals with above basic overall digital skills,21.77
2023,Greece,"Individuals, 25 to 64 years old",Individuals with basic overall digital skills,34.85
2023,Greece,"Individuals, 25 to 64 years old",Individuals with low overall digital skills,56.62
2023,Greece,"Individuals, 25 to 64 years old",Individuals with basic or above basic overall digital skills,15.59
2023,Greece,"Individuals, 25 to 64 years old",Individuals with no overall digital skills,2.64
2023,Greece,"Individuals, 35 to 44 years old",Individuals with above basic overall digital skills,26.08
2023,Greece,"Individuals, 35 to 44 years old",Individuals with basic overall digital skills,38.93
2023,Greece,"Individuals, 35 to 44 years old",Individuals with low overall digital skills,65.01
2023,Greece,"Individuals, 35 to 44 years old",Individuals with basic or above basic overall digital skills,17.34
2023,Greece,"Individuals, 35 to 44 years old",Individuals with no overall digital skills,1.62
2023,Greece,"Individuals, 45 to 54 years old",Individuals with above basic overall digital skills,19.71
2023,Greece,"Individuals, 45 to 54 years old",Individuals with basic overall digital skills,34.69
2023,Greece,"Individuals, 45 to 54 years old",Individuals with low overall digital skills,54.4
2023,Greece,"Individuals, 45 to 54 years old",Individuals with basic or above basic overall digital skills,17.46
2023,Greece,"Individuals, 45 to 54 years old",Individuals with no overall digital skills,3.0
2023,Greece,"Individuals, 55 to 64 years old",Individuals with above basic overall digital skills,9.72
2023,Greece,"Individuals, 55 to 64 years old",Individuals with basic overall digital skills,23.81
2023,Greece,"Individuals, 55 to 64 years old",Individuals with low overall digital skills,33.53
2023,Greece,"Individuals, 55 to 64 years old",Individuals with basic or above basic overall digital skills,14.22
2023,Greece,"Individuals, 55 to 64 years old",Individuals with no overall digital skills,5.09
2023,Greece,"Individuals, 55 to 74 years old",Individuals with above basic overall digital skills,6.26
2023,Greece,"Individuals, 55 to 74 years old",Individuals with basic overall digital skills,17.95
2023,Greece,"Individuals, 55 to 74 years old",Individuals with low overall digital skills,24.22
2023,Greece,"Individuals, 55 to 74 years old",Individuals with basic or above basic overall digital skills,12.58
2023,Greece,"Individuals, 55 to 74 years old",Individuals with no overall digital skills,5.39
2023,Greece,"Individuals, 65 to 74 years old",Individuals with above basic overall digital skills,2.04
2023,Greece,"Individuals, 65 to 74 years old",Individuals with basic overall digital skills,10.81
2023,Greece,"Individuals, 65 to 74 years old",Individuals with low overall digital skills,12.84
2023,Greece,"Individuals, 65 to 74 years old",Individuals with basic or above basic overall digital skills,10.58
2023,Greece,"Individuals, 65 to 74 years old",Individuals with no overall digital skills,5.76
2023,Hungary,All individuals,Individuals with above basic overall digital skills,28.13
2023,Hungary,All individuals,Individuals with basic overall digital skills,30.76
2023,Hungary,All individuals,Individuals with low overall digital skills,58.89
2023,Hungary,All individuals,Individuals with basic or above basic overall digital skills,18.6
2023,Hungary,All individuals,Individuals with no overall digital skills,1.53
2023,Hungary,"Individuals, 16 to 19 years old",Individuals with above basic overall digital skills,42.53
2023,Hungary,"Individuals, 16 to 19 years old",Individuals with basic overall digital skills,35.32
2023,Hungary,"Individuals, 16 to 19 years old",Individuals with low overall digital skills,77.85
2023,Hungary,"Individuals, 16 to 19 years old",Individuals with basic or above basic overall digital skills,13.48
2023,Hungary,"Individuals, 16 to 19 years old",Individuals with no overall digital skills,1.22
2023,Hungary,"Individuals, 16 to 24 years old",Individuals with above basic overall digital skills,41.57
2023,Hungary,"Individuals, 16 to 24 years old",Individuals with basic overall digital skills,35.29
2023,Hungary,"Individuals, 16 to 24 years old",Individuals with low overall digital skills,76.86
2023,Hungary,"Individuals, 16 to 24 years old",Individuals with basic or above basic overall digital skills,15.11
2023,Hungary,"Individuals, 16 to 24 years old",Individuals with no overall digital skills,0.83
2023,Hungary,"Individuals, 16 to 29 years old",Individuals with above basic overall digital skills,40.86
2023,Hungary,"Individuals, 16 to 29 years old",Individuals with basic overall digital skills,35.1
2023,Hungary,"Individuals, 16 to 29 years old",Individuals with low overall digital skills,75.97
2023,Hungary,"Individuals, 16 to 29 years old",Individuals with basic or above basic overall digital skills,15.95
2023,Hungary,"Individuals, 16 to 29 years old",Individuals with no overall digital skills,0.58
2023,Hungary,"Individuals, 20 to 24 years old",Individuals with above basic overall digital skills,40.82
2023,Hungary,"Individuals, 20 to 24 years old",Individuals with basic overall digital skills,35.27
2023,Hungary,"Individuals, 20 to 24 years old",Individuals with low overall digital skills,76.09
2023,Hungary,"Individuals, 20 to 24 years old",Individuals with basic or above basic overall digital skills,16.4
2023,Hungary,"Individuals, 20 to 24 years old",Individuals with no overall digital skills,0.51
2023,Hungary,"Individuals, 25 to 29 years old",Individuals with above basic overall digital skills,39.74
2023,Hungary,"Individuals, 25 to 29 years old",Individuals with basic overall digital skills,34.81
